miss_distance,time_to_intercept,energy,method
1.1375249211219634,,20.97054277847674,Pure Pursuit
0.8456753486810386,,20.9413513542461,Pure Pursuit
0.7422697788981877,,20.56456129506816,Pure Pursuit
0.8268900894660477,,21.317695582271952,Pure Pursuit
0.7781784541654545,,20.6050779713409,Pure Pursuit
0.8211991550227944,,20.588168310440604,Pure Pursuit
0.7146448325315529,,21.233122531243247,Pure Pursuit
0.8462843220760097,,20.88401389598198,Pure Pursuit
1.0218027374046825,,20.85439619817992,Pure Pursuit
0.7394410482857379,,21.225228259553024,Pure Pursuit
1.137338972410968,,21.162569108604966,Pure Pursuit
1.0222411234063293,,21.178567870666683,Pure Pursuit
0.9088723970162986,,20.91894149527197,Pure Pursuit
0.901876333610492,,21.02147245908256,Pure Pursuit
1.0445696000063807,,21.785956537750554,Pure Pursuit
1.265097422488359,,20.60587514188996,Pure Pursuit
0.9809038769087345,,20.76589093972981,Pure Pursuit
0.8794037135554934,,21.691459132138746,Pure Pursuit
0.8457288082163903,,21.697509461815812,Pure Pursuit
0.8536778861529305,,21.169463268706238,Pure Pursuit
0.7830083531112246,,21.70193401211759,Pure Pursuit
0.7811670710407018,,20.462547860565238,Pure Pursuit
0.7306959244189104,,21.115476490598326,Pure Pursuit
0.895909681285191,,21.084980691811225,Pure Pursuit
0.9721371855636017,,21.244143765008467,Pure Pursuit
1.3006975935736689,,21.364639592590407,Pure Pursuit
0.9833791185761569,,20.70141164766262,Pure Pursuit
0.9043007501063747,,20.23164627317245,Pure Pursuit
0.7200522614334764,,20.88850005530131,Pure Pursuit
0.817414041417583,,21.32910322021763,Pure Pursuit
1.1782409124259343,,20.737601034372098,Pure Pursuit
0.8127114389622924,,21.095837123724937,Pure Pursuit
0.7197700998259517,,21.74179725504662,Pure Pursuit
1.0568787361553014,,21.518151758129058,Pure Pursuit
0.8665372548756398,,21.05390058077003,Pure Pursuit
0.9313965715801014,,21.155601166509996,Pure Pursuit
0.830254123791394,,21.115147810898932,Pure Pursuit
1.0510810033659788,,20.940072755468517,Pure Pursuit
0.7198584128236002,,21.2864161753388,Pure Pursuit
0.7646418733420799,,21.217471637719253,Pure Pursuit
0.8695105826764072,,21.80377483929168,Pure Pursuit
0.9130654776154716,,21.019260658783566,Pure Pursuit
0.9712815648939714,,21.438112194626456,Pure Pursuit
0.8875926432902822,,21.212691554015308,Pure Pursuit
0.7334191728163655,,21.286237496006358,Pure Pursuit
0.9377374104216212,,20.78246818549556,Pure Pursuit
1.065889955799135,,21.32611851352403,Pure Pursuit
0.9654021672106398,,21.210506678477472,Pure Pursuit
0.9232442021384627,,20.98180906584852,Pure Pursuit
0.8781001217196691,,21.042758814411727,Pure Pursuit
0.8548286920542586,,21.222796904319026,Pure Pursuit
0.6431151208107532,,20.55490028044178,Pure Pursuit
0.7802186593493742,,21.10031876233772,Pure Pursuit
0.8363936300606373,,20.913287436973146,Pure Pursuit
0.5981739586191923,,20.64648298158461,Pure Pursuit
0.885484011643138,,21.096380529482055,Pure Pursuit
0.8547540758789771,,20.913249473153286,Pure Pursuit
0.9971712038572239,,20.59786459760929,Pure Pursuit
1.1099840921221629,,21.46086967864899,Pure Pursuit
0.5153810752838905,,20.819601028092446,Pure Pursuit
0.8733651895899768,,20.698892423846488,Pure Pursuit
0.8204145154912843,,20.645447525119074,Pure Pursuit
0.6873190457996403,,21.32620432918813,Pure Pursuit
0.5898345140629478,,20.94521999872554,Pure Pursuit
1.1877208143684888,,21.009260181534973,Pure Pursuit
1.1295619824986465,,21.00417208608725,Pure Pursuit
1.0252027216975779,,21.502736340438446,Pure Pursuit
1.3188845573499974,,21.567064379238044,Pure Pursuit
1.1503013236247641,,20.716933356506907,Pure Pursuit
0.7304129379024425,,21.493900861519755,Pure Pursuit
0.9476646578698856,,20.459795735888672,Pure Pursuit
0.6624024900349856,,20.661052896022976,Pure Pursuit
0.875026340325165,,20.587691941069753,Pure Pursuit
1.1542115448683392,,21.043054550252815,Pure Pursuit
1.0720524206005568,,21.48569524480068,Pure Pursuit
0.9126510297050547,,20.59995375226518,Pure Pursuit
0.9326490662067646,,21.247073503624843,Pure Pursuit
0.6707287010588614,,21.05018665567385,Pure Pursuit
1.0198572536541997,,20.015091191065043,Pure Pursuit
0.9819460628352421,,20.7782338865454,Pure Pursuit
0.7781738849034144,,21.58059086979597,Pure Pursuit
0.46708596324881796,7.25,21.046436393703658,Pure Pursuit
0.42574093307028965,7.25,20.924134909484746,Pure Pursuit
0.9210876504249341,,21.316980370643826,Pure Pursuit
0.8771680378315759,,21.11577412629219,Pure Pursuit
0.7615360217307845,,21.1596547796229,Pure Pursuit
0.75003308756921,,20.943371812445896,Pure Pursuit
0.8146731764633366,,21.174411236728623,Pure Pursuit
0.823385879784768,,20.664075468597634,Pure Pursuit
0.7892179783369104,,20.8926399286733,Pure Pursuit
1.1738376367111658,,20.882326281551457,Pure Pursuit
0.6306518846470738,,20.707130955771134,Pure Pursuit
0.9349392059612136,,21.09086359261309,Pure Pursuit
0.9826942852103209,,21.243643602220246,Pure Pursuit
0.8880107590615142,,20.526387277005085,Pure Pursuit
0.7536755472386889,,21.11934675491187,Pure Pursuit
0.768394623747732,,20.90623274806597,Pure Pursuit
0.5898119402978016,,20.937521449917245,Pure Pursuit
0.706461466946301,,20.894191999285614,Pure Pursuit
0.73736930251029,,21.26929095989756,Pure Pursuit
4.890661782058765,,1.0155259296622228,Proportional Navigation
5.152018723283677,,1.2367163309568647,Proportional Navigation
4.965103597547779,,0.9200467020611562,Proportional Navigation
4.964081088955426,,0.5775750095213165,Proportional Navigation
4.70964927244625,,1.39160382641242,Proportional Navigation
4.944793679039742,,0.8822790377305584,Proportional Navigation
4.946315977298398,,0.8252274082406038,Proportional Navigation
4.686370956951253,,1.3029717375853018,Proportional Navigation
5.024216463260659,,0.8812291542086351,Proportional Navigation
5.010854227679372,,1.1119651978125138,Proportional Navigation
4.626972975582378,,1.1160876168083178,Proportional Navigation
4.962001380110858,,1.2148592979410402,Proportional Navigation
4.949280734643249,,0.7718939753033484,Proportional Navigation
4.9301908298492165,,0.8113123115665757,Proportional Navigation
4.589161687912345,,0.9558307164248383,Proportional Navigation
4.964917741758709,,0.8540639448054791,Proportional Navigation
5.173041285584934,,1.1625685550815383,Proportional Navigation
5.129943960602491,,1.0137629019250625,Proportional Navigation
4.815730110177873,,0.6952927166577484,Proportional Navigation
5.033967662186955,,1.2112565652448777,Proportional Navigation
4.975143072932381,,0.7159607079545632,Proportional Navigation
5.141908798607927,,1.150490362333885,Proportional Navigation
4.959578058070614,,1.3662237329580051,Proportional Navigation
4.70108051108959,,1.6510971042802405,Proportional Navigation
4.856463806096163,,0.8655631375643186,Proportional Navigation
5.298418221882317,,0.8288147092890101,Proportional Navigation
5.0117907063485045,,0.6278355052316645,Proportional Navigation
5.093523866388925,,0.8006072499846804,Proportional Navigation
4.881058560269296,,1.6584975658315004,Proportional Navigation
4.938841165524032,,1.0430834367827087,Proportional Navigation
5.020552592191538,,1.1380779031265509,Proportional Navigation
4.712904638717494,,1.065712353794087,Proportional Navigation
4.996800615420356,,0.7816938931333997,Proportional Navigation
4.942271925919057,,1.0845714169738991,Proportional Navigation
4.994658593499784,,0.6814069872004741,Proportional Navigation
4.810851882474859,,0.8370954809794569,Proportional Navigation
4.944824298480645,,1.039768573776511,Proportional Navigation
5.140036584987617,,0.7041845964993076,Proportional Navigation
4.97088699006748,,1.068239618132578,Proportional Navigation
5.015568110057664,,0.9090064966817626,Proportional Navigation
5.162423967889996,,0.8888741430229733,Proportional Navigation
4.060847380523586,,1.1217570604895137,Proportional Navigation
3.919617192213235,,1.2926256492721562,Proportional Navigation
4.906805194384702,,0.7819763329920648,Proportional Navigation
4.964090390319667,,0.9938345030788757,Proportional Navigation
5.0989901010399095,,1.0095794767124844,Proportional Navigation
5.011852066207673,,1.1626365345098955,Proportional Navigation
4.661649509098801,,1.3976035784868417,Proportional Navigation
4.84710702240249,,1.4271186898610841,Proportional Navigation
5.017645406139551,,0.7166430382470447,Proportional Navigation
4.832802658998408,,1.4741448010672007,Proportional Navigation
4.9963473461517145,,0.8018886578088527,Proportional Navigation
4.939413661325222,,0.8352333503461455,Proportional Navigation
5.008980266365499,,0.9538215667713499,Proportional Navigation
3.47961722303139,,1.6808856507892274,Proportional Navigation
4.8814005202062205,,1.0651502351864173,Proportional Navigation
4.527501820283622,,1.3168958412888656,Proportional Navigation
4.964162248162093,,0.47847235086808465,Proportional Navigation
4.2851139509601115,,0.7785517676110483,Proportional Navigation
4.964287987295809,,0.767079448201933,Proportional Navigation
5.0863789764015985,,0.9797242532252322,Proportional Navigation
5.144916334913355,,1.0780750345569914,Proportional Navigation
5.058997522841782,,1.2178004589668614,Proportional Navigation
4.637558575875069,,0.966838431958615,Proportional Navigation
3.6856766929309317,,1.4126201971861763,Proportional Navigation
4.903339906582126,,0.7433959094432535,Proportional Navigation
5.246064801897282,,0.8372866049407958,Proportional Navigation
4.993856356908172,,0.7100551416210066,Proportional Navigation
4.963083117140259,,0.7668375204810879,Proportional Navigation
3.5732104949234325,,1.4803910207786675,Proportional Navigation
3.855790416858261,,1.1992642397460442,Proportional Navigation
4.9684827210506235,,0.8305194251968882,Proportional Navigation
4.8637846162903084,,1.210127612278459,Proportional Navigation
4.92240611939121,,0.9246704819575605,Proportional Navigation
5.031013034961796,,0.8862183130276032,Proportional Navigation
4.964863864796774,,0.6522110925050435,Proportional Navigation
4.870277520822776,,0.6343521782870463,Proportional Navigation
5.037069809921288,,0.7709056282986372,Proportional Navigation
4.88707048261882,,1.1909912056601297,Proportional Navigation
5.049334939599547,,0.7922867835336427,Proportional Navigation
4.621927543551854,,1.0062244119303452,Proportional Navigation
4.749465618592253,,0.7136893392223085,Proportional Navigation
5.445906811552074,,0.9782564472513166,Proportional Navigation
5.0609343116413505,,0.9251938399426667,Proportional Navigation
4.737423785250011,,0.853945325667681,Proportional Navigation
4.896837220940529,,1.1823778618012621,Proportional Navigation
5.039808177886645,,0.9266201449190355,Proportional Navigation
5.092911973802529,,1.286126821763602,Proportional Navigation
4.689328322915219,,0.9726315541297622,Proportional Navigation
4.416113500103414,,0.9081893530015247,Proportional Navigation
5.089370612128994,,0.9952384589397373,Proportional Navigation
4.7854457510996715,,0.7737190450441771,Proportional Navigation
5.233391592184458,,0.7858922269177457,Proportional Navigation
4.962069815348251,,0.4005664969019022,Proportional Navigation
4.805059861216085,,0.9143316650012757,Proportional Navigation
5.08493750116586,,1.4867547060149469,Proportional Navigation
5.202868704775885,,1.113869300248824,Proportional Navigation
5.039800216234818,,0.5943152936962267,Proportional Navigation
4.251306176345052,,0.852371290163449,Proportional Navigation
4.822688332298611,,0.6412045952036491,Proportional Navigation
